"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"PS1[304,2,1]",0.843,0.042,0.746,0.818,0.851,0.873,0.903,1.033,110
"PS1[305,2,1]",0.87,0.031,0.802,0.85,0.874,0.892,0.921,1.019,190
"PS1[306,2,1]",0.861,0.034,0.783,0.842,0.868,0.886,0.912,1.086,29
"PS1[307,2,1]",0.843,0.036,0.763,0.827,0.847,0.867,0.901,1.174,19
"PS1[308,2,1]",0.872,0.025,0.822,0.855,0.874,0.891,0.92,1.026,120
"PS1[309,2,1]",0.859,0.035,0.781,0.839,0.861,0.881,0.926,1.034,130
"PS1[310,2,1]",0.88,0.024,0.829,0.866,0.881,0.897,0.922,1.024,1300
"PS1[311,2,1]",0.842,0.032,0.769,0.823,0.847,0.864,0.894,1.014,380
"PS1[312,2,1]",0.854,0.027,0.799,0.837,0.856,0.873,0.903,1.054,55
"PS1[313,2,1]",0.875,0.031,0.803,0.855,0.876,0.898,0.929,1.263,13
"PS1[314,2,1]",0.838,0.04,0.747,0.815,0.843,0.867,0.903,1.21,15
"PS1[315,2,1]",0.855,0.035,0.776,0.835,0.859,0.881,0.909,1.084,31
"PS1[316,2,1]",0.879,0.024,0.83,0.863,0.881,0.896,0.924,1.016,260
"PS1[317,2,1]",0.815,0.045,0.702,0.791,0.822,0.846,0.884,1.017,220
"PS1[318,2,1]",0.855,0.028,0.792,0.839,0.857,0.876,0.903,1.031,85
"PS1[319,2,1]",0.851,0.034,0.777,0.83,0.855,0.874,0.913,1.038,61
"PS1[320,2,1]",0.826,0.035,0.742,0.808,0.831,0.851,0.881,1.024,110
"PS1[321,2,1]",0.843,0.03,0.776,0.826,0.845,0.865,0.896,1.013,160
"PS1[322,2,1]",0.874,0.024,0.822,0.86,0.874,0.89,0.917,1.048,59
"PS1[323,2,1]",0.872,0.033,0.798,0.851,0.877,0.895,0.926,1.023,140
"PS1[324,2,1]",0.821,0.045,0.718,0.795,0.827,0.854,0.893,1.069,41
"PS1[325,2,1]",0.858,0.029,0.794,0.842,0.861,0.877,0.908,1.026,130
"PS1[326,2,1]",0.826,0.045,0.715,0.8,0.833,0.858,0.896,1.007,440
"PS1[327,2,1]",0.861,0.033,0.78,0.845,0.866,0.884,0.91,1.142,19
"PS1[328,2,1]",0.868,0.028,0.804,0.852,0.87,0.887,0.917,1.037,97
"PS1[329,2,1]",0.881,0.023,0.832,0.867,0.882,0.896,0.922,1.02,130
"PS1[330,2,1]",0.831,0.042,0.736,0.808,0.835,0.861,0.895,1.236,15
"PS1[331,2,1]",0.948,0.013,0.922,0.939,0.949,0.958,0.974,1.093,26
"PS1[332,2,1]",0.902,0.02,0.86,0.89,0.904,0.916,0.941,1.027,240
"PS1[333,2,1]",0.899,0.02,0.859,0.885,0.9,0.913,0.937,1.002,1500
"PS1[334,2,1]",0.85,0.031,0.777,0.834,0.854,0.871,0.898,1.058,55
"PS1[335,2,1]",0.846,0.037,0.764,0.824,0.848,0.869,0.915,1.117,24
"PS1[336,2,1]",0.844,0.03,0.776,0.826,0.846,0.864,0.895,1.062,42
"PS1[337,2,1]",0.857,0.026,0.803,0.842,0.859,0.875,0.903,1.024,94
"PS1[338,2,1]",0.882,0.022,0.839,0.868,0.881,0.895,0.923,1.096,27
"PS1[339,2,1]",0.851,0.041,0.76,0.829,0.855,0.88,0.917,1.285,12
"PS1[340,2,1]",0.837,0.037,0.754,0.815,0.841,0.865,0.897,1.101,28
"PS1[341,2,1]",0.884,0.03,0.819,0.865,0.888,0.904,0.939,1.051,45
"PS1[342,2,1]",0.858,0.031,0.788,0.84,0.859,0.878,0.916,1.104,26
"PS1[343,2,1]",0.86,0.025,0.809,0.844,0.861,0.877,0.905,1.008,560
"PS1[344,2,1]",0.842,0.036,0.756,0.821,0.844,0.868,0.901,1.005,550
"PS1[345,2,1]",0.87,0.026,0.812,0.856,0.872,0.888,0.913,1.036,70
"PS1[346,2,1]",0.87,0.037,0.783,0.851,0.875,0.893,0.929,1.277,13
"PS1[347,2,1]",0.871,0.027,0.815,0.854,0.874,0.889,0.92,1.038,60
"PS1[348,2,1]",0.851,0.037,0.758,0.834,0.855,0.874,0.91,1.21,16
"PS1[349,2,1]",0.913,0.019,0.873,0.901,0.913,0.927,0.947,1.09,28
"PS1[350,2,1]",0.835,0.041,0.724,0.817,0.843,0.863,0.892,1.148,23
"PS1[351,2,1]",0.847,0.029,0.785,0.829,0.849,0.868,0.898,1.006,340
"PS1[352,2,1]",0.885,0.025,0.825,0.871,0.889,0.902,0.926,1.003,1500
"PS1[353,2,1]",0.843,0.04,0.756,0.817,0.85,0.872,0.908,1.178,16
"PS1[354,2,1]",0.857,0.032,0.781,0.839,0.865,0.88,0.902,1.029,79
"PS1[355,2,1]",0.879,0.024,0.819,0.867,0.881,0.894,0.922,1.04,100
"PS1[356,2,1]",0.879,0.026,0.822,0.862,0.882,0.897,0.928,1.044,67
"PS1[357,2,1]",0.856,0.032,0.777,0.839,0.861,0.879,0.906,1.102,27
"PS1[358,2,1]",0.869,0.028,0.806,0.853,0.872,0.888,0.916,1.007,560
"PS1[359,2,1]",0.859,0.029,0.794,0.842,0.86,0.878,0.913,1.051,52
"PS1[360,2,1]",0.856,0.033,0.783,0.836,0.859,0.88,0.912,1.134,21
"PS1[361,2,1]",0.852,0.033,0.772,0.833,0.857,0.874,0.904,1.004,640
"PS1[362,2,1]",0.882,0.022,0.838,0.869,0.884,0.897,0.921,1.014,270
"PS1[363,2,1]",0.829,0.039,0.74,0.807,0.833,0.856,0.898,1.009,410
"PS1[364,2,1]",0.883,0.023,0.835,0.869,0.882,0.899,0.923,1.02,110
"PS1[365,2,1]",0.865,0.025,0.81,0.849,0.867,0.883,0.91,1.035,73
"PS1[366,2,1]",0.867,0.026,0.813,0.851,0.87,0.886,0.91,1.202,15
"PS1[367,2,1]",0.864,0.027,0.805,0.847,0.866,0.883,0.908,1.004,3000
"PS1[368,2,1]",0.859,0.028,0.793,0.843,0.861,0.879,0.903,1.024,290
"PS1[369,2,1]",0.825,0.044,0.727,0.799,0.831,0.856,0.896,1.268,12
"PS1[370,2,1]",0.814,0.043,0.717,0.792,0.821,0.844,0.878,1.021,220
"PS1[371,2,1]",0.845,0.038,0.756,0.823,0.847,0.872,0.916,1.089,30
"PS1[372,2,1]",0.895,0.021,0.85,0.881,0.896,0.91,0.932,1.047,53
"PS1[373,2,1]",0.835,0.038,0.749,0.813,0.839,0.863,0.899,1.023,140
"PS1[374,2,1]",0.895,0.023,0.846,0.881,0.896,0.912,0.937,1.005,400
"PS1[375,2,1]",0.841,0.036,0.758,0.82,0.847,0.867,0.896,1.042,63
"PS1[376,2,1]",0.866,0.035,0.792,0.845,0.869,0.891,0.924,1.21,14
"PS1[377,2,1]",0.857,0.034,0.784,0.835,0.861,0.883,0.911,1.149,19
"PS1[378,2,1]",0.884,0.026,0.832,0.867,0.885,0.903,0.93,1.035,63
"PS1[379,2,1]",0.859,0.033,0.786,0.84,0.862,0.883,0.913,1.109,24
"PS1[380,2,1]",0.838,0.042,0.744,0.812,0.84,0.866,0.912,1.481,8
"PS1[381,2,1]",0.864,0.031,0.798,0.845,0.866,0.885,0.915,1.006,520
"PS1[382,2,1]",0.888,0.022,0.842,0.875,0.89,0.902,0.931,1.054,48
"PS1[383,2,1]",0.81,0.043,0.71,0.784,0.816,0.84,0.88,1.021,180
"PS1[384,2,1]",0.839,0.028,0.779,0.823,0.84,0.858,0.887,1.053,55
"PS1[385,2,1]",0.855,0.035,0.767,0.839,0.86,0.878,0.908,1.046,120
"PS1[386,2,1]",0.863,0.031,0.795,0.842,0.866,0.886,0.914,1.089,29
"PS1[387,2,1]",0.871,0.034,0.793,0.85,0.875,0.895,0.924,1.329,10
"PS1[388,2,1]",0.888,0.023,0.84,0.873,0.89,0.904,0.929,1.111,23
"PS1[389,2,1]",0.869,0.027,0.803,0.853,0.873,0.889,0.913,1.054,87
"PS1[390,2,1]",0.869,0.027,0.812,0.852,0.871,0.888,0.918,1.044,55
"PS1[391,2,1]",0.847,0.028,0.787,0.83,0.848,0.865,0.901,1.078,33
"PS1[392,2,1]",0.852,0.033,0.782,0.831,0.856,0.876,0.909,1.013,190
"PS1[393,2,1]",0.823,0.034,0.749,0.801,0.826,0.846,0.879,1.005,2900
"PS1[394,2,1]",0.878,0.026,0.819,0.862,0.881,0.897,0.921,1.027,110
"PS1[395,2,1]",0.829,0.039,0.738,0.81,0.834,0.856,0.893,1.002,1000
"PS1[396,2,1]",0.867,0.028,0.809,0.851,0.869,0.885,0.917,1.019,740
"PS1[397,2,1]",0.869,0.027,0.813,0.852,0.87,0.889,0.918,1.12,22
"PS1[398,2,1]",0.872,0.025,0.814,0.859,0.873,0.887,0.919,1.032,110
"PS1[399,2,1]",0.87,0.027,0.809,0.854,0.873,0.888,0.918,1.06,40
"PS1[400,2,1]",0.864,0.03,0.796,0.846,0.866,0.885,0.915,1.011,860
"PS1[401,2,1]",0.79,0.037,0.71,0.768,0.794,0.815,0.854,1.041,68
"PS1[402,2,1]",0.851,0.039,0.759,0.826,0.858,0.88,0.909,1.015,690
"PS1[403,2,1]",0.854,0.03,0.788,0.835,0.857,0.875,0.906,1.005,510
"PS1[404,2,1]",0.882,0.023,0.833,0.868,0.884,0.899,0.922,1.054,55
"PS1[405,2,1]",0.885,0.024,0.833,0.87,0.887,0.9,0.927,1.07,36
"PS1[406,2,1]",0.864,0.031,0.793,0.847,0.868,0.885,0.912,1.041,140
"PS1[407,2,1]",0.864,0.031,0.797,0.845,0.867,0.884,0.916,1.048,190
"PS1[408,2,1]",0.87,0.029,0.804,0.853,0.874,0.89,0.923,1.023,170
"PS1[409,2,1]",0.836,0.041,0.735,0.816,0.839,0.864,0.905,1.076,34
"PS1[410,2,1]",0.855,0.036,0.777,0.832,0.859,0.881,0.912,1.068,38
"PS1[411,2,1]",0.843,0.033,0.769,0.825,0.844,0.864,0.901,1.066,52
"PS1[412,2,1]",0.822,0.035,0.744,0.803,0.826,0.845,0.878,1.107,41
"PS1[413,2,1]",0.835,0.036,0.755,0.816,0.839,0.86,0.893,1.043,96
"PS1[414,2,1]",0.886,0.022,0.843,0.871,0.885,0.902,0.926,1.028,100
"PS1[415,2,1]",0.893,0.023,0.835,0.881,0.895,0.909,0.929,1.036,67
"PS1[416,2,1]",0.839,0.038,0.756,0.817,0.842,0.866,0.9,1.034,160
"PS1[417,2,1]",0.823,0.044,0.71,0.8,0.829,0.854,0.889,1.055,62
"PS1[418,2,1]",0.871,0.025,0.82,0.856,0.872,0.888,0.916,1.017,120
"PS1[419,2,1]",0.884,0.025,0.828,0.867,0.885,0.901,0.926,1.098,26
"PS1[420,2,1]",0.814,0.04,0.725,0.791,0.818,0.842,0.88,1.007,540
"PS1[421,2,1]",0.836,0.039,0.751,0.812,0.839,0.864,0.905,1.032,70
"PS1[422,2,1]",0.814,0.04,0.725,0.79,0.815,0.841,0.884,1.058,39
"PS1[423,2,1]",0.862,0.029,0.8,0.844,0.864,0.883,0.912,1.027,140
"PS1[424,2,1]",0.864,0.028,0.793,0.85,0.867,0.882,0.908,1.041,100
"PS1[425,2,1]",0.862,0.03,0.798,0.844,0.863,0.884,0.917,1.008,1100
"PS1[426,2,1]",0.852,0.035,0.776,0.832,0.855,0.876,0.914,1.146,21
"PS1[427,2,1]",0.858,0.029,0.79,0.841,0.86,0.877,0.909,1.044,100
"PS1[428,2,1]",0.866,0.029,0.804,0.849,0.867,0.886,0.916,1.008,280
"PS1[429,2,1]",0.861,0.03,0.789,0.843,0.863,0.881,0.913,1.016,440
"PS1[430,2,1]",0.85,0.032,0.781,0.831,0.851,0.873,0.906,1.217,15
"PS1[431,2,1]",0.851,0.03,0.79,0.831,0.851,0.871,0.906,1.003,2300
"PS1[432,2,1]",0.862,0.029,0.801,0.844,0.863,0.882,0.912,1.072,35
"PS1[433,2,1]",0.87,0.028,0.809,0.853,0.871,0.89,0.919,1.018,130
"PS1[434,2,1]",0.859,0.029,0.797,0.841,0.861,0.878,0.911,1.019,110
"PS1[435,2,1]",0.854,0.031,0.784,0.835,0.859,0.877,0.903,1.047,51
"PS1[436,2,1]",0.832,0.032,0.765,0.811,0.835,0.854,0.888,1.017,150
"PS1[437,2,1]",0.836,0.034,0.763,0.816,0.837,0.859,0.895,1.01,960
"PS1[438,2,1]",0.835,0.038,0.743,0.814,0.842,0.862,0.894,1.096,28
"PS1[439,2,1]",0.828,0.038,0.721,0.812,0.833,0.851,0.888,1.115,32
"PS1[1,3,1]",0.823,0.043,0.738,0.799,0.831,0.851,0.888,1.096,290
"PS1[2,3,1]",0.901,0.125,0.859,0.903,0.919,0.933,0.957,1.114,170
"PS1[3,3,1]",0.188,0.358,0.01,0.01,0.01,0.01,0.932,1.029,110
"PS1[4,3,1]",0.888,0.124,0.846,0.887,0.905,0.922,0.946,1.326,49
"PS1[5,3,1]",0.193,0.354,0.01,0.01,0.01,0.01,0.907,1.002,1900
"PS1[6,3,1]",0.895,0.059,0.846,0.882,0.898,0.915,0.944,1.155,1200
"PS1[7,3,1]",0.731,0.341,0.01,0.856,0.886,0.905,0.935,1.107,33
"PS1[8,3,1]",0.853,0.029,0.785,0.836,0.855,0.873,0.905,1.01,350
"PS1[9,3,1]",0.898,0.134,0.854,0.905,0.919,0.931,0.954,1.036,480
"PS1[10,3,1]",0.047,0.174,0.01,0.01,0.01,0.01,0.864,1.001,3000
"PS1[11,3,1]",0.076,0.222,0.01,0.01,0.01,0.01,0.84,1.172,36
"PS1[12,3,1]",0.633,0.39,0.01,0.01,0.863,0.888,0.925,1.253,13
"PS1[13,3,1]",0.827,0.073,0.733,0.812,0.838,0.858,0.888,1.205,300
"PS1[14,3,1]",0.83,0.034,0.756,0.808,0.835,0.854,0.886,1.062,45
"PS1[15,3,1]",0.11,0.277,0.01,0.01,0.01,0.01,0.898,1.02,240
"PS1[16,3,1]",0.815,0.12,0.725,0.802,0.832,0.859,0.905,1.104,160
"PS1[17,3,1]",0.031,0.134,0.01,0.01,0.01,0.01,0.01,1.306,47
"PS1[18,3,1]",0.821,0.055,0.681,0.798,0.83,0.858,0.896,1.228,44
"PS1[19,3,1]",0.928,0.019,0.888,0.917,0.929,0.941,0.961,1.032,72
"PS1[20,3,1]",0.863,0.032,0.794,0.843,0.865,0.885,0.918,1.034,94
"PS1[21,3,1]",0.217,0.357,0.01,0.01,0.01,0.724,0.873,1.067,44
"PS1[22,3,1]",0.173,0.346,0.01,0.01,0.01,0.01,0.937,1.358,11
"PS1[23,3,1]",0.82,0.036,0.741,0.8,0.822,0.844,0.881,1.03,79
"PS1[24,3,1]",0.428,0.429,0.01,0.01,0.01,0.87,0.907,1.481,8
"PS1[25,3,1]",0.206,0.357,0.01,0.01,0.01,0.01,0.891,1.044,65
"PS1[26,3,1]",0.727,0.312,0.01,0.827,0.858,0.879,0.909,1.689,7
"PS1[27,3,1]",0.869,0.086,0.798,0.862,0.881,0.894,0.922,1.09,400
"PS1[28,3,1]",0.929,0.018,0.887,0.918,0.931,0.942,0.96,1.061,39
"PS1[29,3,1]",0.753,0.25,0.01,0.799,0.833,0.859,0.899,1.005,1300
"PS1[30,3,1]",0.899,0.056,0.855,0.888,0.904,0.917,0.94,1.059,1700
"PS1[31,3,1]",0.573,0.406,0.01,0.01,0.844,0.88,0.914,1.045,53
"PS1[32,3,1]",0.062,0.205,0.01,0.01,0.01,0.01,0.873,1.012,740
"PS1[33,3,1]",0.557,0.342,0.01,0.01,0.749,0.791,0.851,1.18,17
"PS1[34,3,1]",0.627,0.393,0.01,0.01,0.864,0.888,0.927,1.022,110
"PS1[35,3,1]",0.879,0.159,0.01,0.893,0.908,0.921,0.944,1.351,31
"PS1[36,3,1]",0.762,0.099,0.578,0.721,0.777,0.824,0.88,1.161,170
"PS1[37,3,1]",0.867,0.031,0.799,0.849,0.87,0.888,0.919,1.065,64
"PS1[38,3,1]",0.866,0.04,0.8,0.851,0.869,0.887,0.916,1.121,3000
"PS1[39,3,1]",0.084,0.239,0.01,0.01,0.01,0.01,0.882,1.056,110
"PS1[40,3,1]",0.615,0.413,0.01,0.01,0.883,0.908,0.941,3.146,4
"PS1[41,3,1]",0.889,0.025,0.824,0.877,0.893,0.907,0.929,1.008,3000
"PS1[42,3,1]",0.893,0.024,0.84,0.879,0.896,0.91,0.933,1.022,210
"PS1[43,3,1]",0.129,0.291,0.01,0.01,0.01,0.01,0.867,1.125,34
"PS1[44,3,1]",0.914,0.022,0.861,0.903,0.917,0.929,0.948,1.035,130
"PS1[45,3,1]",0.084,0.235,0.01,0.01,0.01,0.01,0.854,1.017,350
"PS1[46,3,1]",0.049,0.183,0.01,0.01,0.01,0.01,0.897,1.026,440
"PS1[47,3,1]",0.893,0.09,0.85,0.887,0.901,0.917,0.944,1.028,2200
"PS1[48,3,1]",0.89,0.021,0.848,0.876,0.891,0.904,0.932,1.031,71
"PS1[49,3,1]",0.897,0.022,0.849,0.884,0.9,0.913,0.936,1.03,88
"PS1[50,3,1]",0.853,0.061,0.782,0.835,0.857,0.878,0.915,1.095,3000
"PS1[51,3,1]",0.909,0.022,0.86,0.896,0.911,0.925,0.949,1.085,28
"PS1[52,3,1]",0.078,0.23,0.01,0.01,0.01,0.01,0.87,1.02,320
"PS1[53,3,1]",0.837,0.112,0.758,0.831,0.852,0.874,0.898,1.033,730
"PS1[54,3,1]",0.956,0.012,0.93,0.948,0.957,0.965,0.978,1.065,36
"PS1[55,3,1]",0.042,0.161,0.01,0.01,0.01,0.01,0.849,1.012,1100
"PS1[56,3,1]",0.97,0.011,0.945,0.962,0.971,0.978,0.988,1.172,16
"PS1[57,3,1]",0.879,0.055,0.822,0.864,0.884,0.901,0.93,1.23,740
"PS1[58,3,1]",0.829,0.043,0.741,0.807,0.831,0.857,0.898,1.21,1500
"PS1[59,3,1]",0.085,0.235,0.01,0.01,0.01,0.01,0.838,1.036,150
"PS1[60,3,1]",0.044,0.17,0.01,0.01,0.01,0.01,0.872,1.006,1900
"PS1[61,3,1]",0.94,0.016,0.905,0.93,0.942,0.952,0.967,1.092,31
"PS1[62,3,1]",0.515,0.401,0.01,0.01,0.797,0.846,0.888,3.479,4
"PS1[63,3,1]",0.953,0.014,0.922,0.944,0.954,0.963,0.977,1.195,14
"PS1[64,3,1]",0.849,0.05,0.789,0.832,0.853,0.871,0.901,1.061,2300
"PS1[65,3,1]",0.894,0.024,0.836,0.881,0.895,0.909,0.938,1.059,41
"PS1[66,3,1]",0.79,0.04,0.708,0.766,0.793,0.816,0.855,1.182,3000
"PS1[67,3,1]",0.725,0.352,0.01,0.861,0.893,0.91,0.936,2.056,5
"PS1[68,3,1]",0.874,0.113,0.822,0.876,0.89,0.903,0.923,1.293,69
"PS1[69,3,1]",0.023,0.103,0.01,0.01,0.01,0.01,0.01,1.267,83
"PS1[70,3,1]",0.076,0.227,0.01,0.01,0.01,0.01,0.874,1.03,220
"PS1[71,3,1]",0.035,0.142,0.01,0.01,0.01,0.01,0.817,1.021,840
"PS1[72,3,1]",0.833,0.032,0.76,0.813,0.835,0.855,0.89,1.008,290
"PS1[73,3,1]",0.134,0.298,0.01,0.01,0.01,0.01,0.873,1.009,440
"PS1[74,3,1]",0.888,0.062,0.824,0.876,0.892,0.909,0.938,1.248,390
"PS1[75,3,1]",0.786,0.214,0.01,0.806,0.844,0.871,0.905,1.066,120
"PS1[76,3,1]",0.948,0.014,0.92,0.939,0.948,0.957,0.975,1.084,29
"PS1[77,3,1]",0.895,0.03,0.826,0.878,0.901,0.917,0.942,1.466,9
"PS1[78,3,1]",0.413,0.426,0.01,0.01,0.01,0.862,0.913,2.353,4
"PS1[79,3,1]",0.904,0.033,0.843,0.893,0.907,0.92,0.942,1.281,360
"PS1[80,3,1]",0.189,0.345,0.01,0.01,0.01,0.01,0.888,1.007,400
"PS1[81,3,1]",0.825,0.185,0.01,0.844,0.868,0.888,0.919,1.007,2800
"PS1[82,3,1]",0.928,0.025,0.89,0.916,0.93,0.942,0.959,1.274,2400
"PS1[83,3,1]",0.137,0.302,0.01,0.01,0.01,0.01,0.885,1.766,7
"PS1[84,3,1]",0.931,0.017,0.898,0.921,0.932,0.943,0.962,1.02,260
"PS1[85,3,1]",0.314,0.415,0.01,0.01,0.01,0.866,0.915,1.078,32
"PS1[86,3,1]",0.027,0.119,0.01,0.01,0.01,0.01,0.01,1.315,53
"PS1[87,3,1]",0.791,0.237,0.01,0.833,0.863,0.884,0.919,1.022,230
"PS1[88,3,1]",0.019,0.09,0.01,0.01,0.01,0.01,0.01,1.2,180
"PS1[89,3,1]",0.921,0.019,0.878,0.908,0.922,0.934,0.955,1.094,35
"PS1[90,3,1]",0.745,0.053,0.617,0.714,0.752,0.782,0.831,1.064,48
"PS1[91,3,1]",0.846,0.101,0.774,0.842,0.859,0.875,0.908,1.023,940
"PS1[92,3,1]",0.054,0.189,0.01,0.01,0.01,0.01,0.865,1.07,140
"PS1[93,3,1]",0.843,0.031,0.771,0.823,0.845,0.865,0.899,1.009,230
"PS1[94,3,1]",0.902,0.023,0.85,0.888,0.904,0.918,0.942,1.026,100
"PS1[95,3,1]",0.897,0.093,0.855,0.893,0.907,0.921,0.948,1.191,190
"PS1[96,3,1]",0.857,0.061,0.79,0.839,0.863,0.884,0.915,1.027,3000
"PS1[97,3,1]",0.795,0.04,0.717,0.772,0.796,0.82,0.86,1.207,330
"PS1[98,3,1]",0.174,0.338,0.01,0.01,0.01,0.01,0.906,1.015,210
"PS1[99,3,1]",0.754,0.148,0.01,0.749,0.787,0.813,0.858,1.129,130
"PS1[100,3,1]",0.213,0.362,0.01,0.01,0.01,0.01,0.892,1.137,23
"PS1[101,3,1]",0.859,0.052,0.798,0.845,0.864,0.88,0.908,1.289,330
"PS1[102,3,1]",0.065,0.21,0.01,0.01,0.01,0.01,0.874,1.008,1000
"PS1[103,3,1]",0.833,0.042,0.732,0.81,0.839,0.863,0.899,1.084,39
"PS1[104,3,1]",0.721,0.327,0.01,0.825,0.865,0.89,0.923,1.034,110
"PS1[105,3,1]",0.089,0.248,0.01,0.01,0.01,0.01,0.889,1.001,3000
"PS1[106,3,1]",0.686,0.072,0.529,0.642,0.694,0.74,0.8,1.088,36
"PS1[107,3,1]",0.892,0.165,0.01,0.9,0.923,0.943,0.969,1.118,88
"PS1[108,3,1]",0.772,0.277,0.01,0.845,0.87,0.888,0.923,1.601,9
"PS1[109,3,1]",0.456,0.468,0.01,0.01,0.01,0.947,0.97,1.635,6
"PS1[110,3,1]",0.884,0.063,0.835,0.873,0.889,0.904,0.933,1.174,590
"PS1[111,3,1]",0.86,0.029,0.799,0.842,0.863,0.879,0.91,1.008,310
"PS1[112,3,1]",0.866,0.027,0.805,0.849,0.868,0.885,0.913,1.008,2500
"PS1[113,3,1]",0.062,0.199,0.01,0.01,0.01,0.01,0.847,1.031,260
"PS1[114,3,1]",0.587,0.356,0.01,0.01,0.782,0.83,0.885,1.012,230
"PS1[115,3,1]",0.885,0.074,0.817,0.874,0.894,0.91,0.936,1.107,3000
"PS1[116,3,1]",0.83,0.044,0.751,0.809,0.834,0.856,0.894,1.264,2900
"PS1[117,3,1]",0.955,0.013,0.929,0.945,0.955,0.964,0.979,1.251,12
"PS1[118,3,1]",0.914,0.025,0.874,0.903,0.915,0.927,0.946,1.277,410
"PS1[119,3,1]",0.038,0.154,0.01,0.01,0.01,0.01,0.86,1.006,2500
"PS1[120,3,1]",0.049,0.178,0.01,0.01,0.01,0.01,0.855,1.013,840
"PS1[121,3,1]",0.816,0.185,0.01,0.84,0.858,0.873,0.907,1.124,73
"PS1[122,3,1]",0.888,0.026,0.834,0.87,0.89,0.907,0.934,1.076,31
"PS1[123,3,1]",0.091,0.252,0.01,0.01,0.01,0.01,0.901,1.13,44
"PS1[124,3,1]",0.091,0.25,0.01,0.01,0.01,0.01,0.882,1.061,92
"PS1[125,3,1]",0.929,0.018,0.891,0.918,0.931,0.941,0.961,1.062,39
"PS1[126,3,1]",0.895,0.042,0.839,0.881,0.897,0.915,0.945,1.029,3000
"PS1[127,3,1]",0.049,0.175,0.01,0.01,0.01,0.01,0.829,1.004,2500
"PS1[128,3,1]",0.48,0.438,0.01,0.01,0.846,0.892,0.932,1.635,6
"PS1[129,3,1]",0.235,0.379,0.01,0.01,0.01,0.808,0.911,1.084,34
"PS1[130,3,1]",0.845,0.034,0.767,0.827,0.849,0.867,0.897,1.01,220
"PS1[131,3,1]",0.559,0.423,0.01,0.01,0.862,0.892,0.926,1.677,6
"PS1[132,3,1]",0.836,0.042,0.762,0.816,0.841,0.86,0.893,1.119,3000
"PS1[133,3,1]",0.043,0.162,0.01,0.01,0.01,0.01,0.845,1.017,750
"PS1[134,3,1]",0.031,0.125,0.01,0.01,0.01,0.01,0.723,1.028,620
"PS1[135,3,1]",0.025,0.111,0.01,0.01,0.01,0.01,0.01,1.042,600
"PS1[136,3,1]",0.907,0.023,0.858,0.892,0.909,0.923,0.948,1.117,22
"PS1[137,3,1]",0.069,0.22,0.01,0.01,0.01,0.01,0.898,1.017,450
"PS1[138,3,1]",0.857,0.063,0.781,0.841,0.862,0.885,0.912,1.293,210
"PS1[139,3,1]",0.101,0.259,0.01,0.01,0.01,0.01,0.865,1.015,330
"PS1[140,3,1]",0.078,0.23,0.01,0.01,0.01,0.01,0.877,1.019,350
"PS1[141,3,1]",0.058,0.189,0.01,0.01,0.01,0.01,0.815,1.029,290
"PS1[142,3,1]",0.919,0.02,0.879,0.906,0.92,0.934,0.955,1.019,110
"PS1[143,3,1]",0.049,0.18,0.01,0.01,0.01,0.01,0.871,1.002,3000
"PS1[144,3,1]",0.192,0.336,0.01,0.01,0.01,0.01,0.852,1.029,100
"PS1[145,3,1]",0.908,0.021,0.864,0.895,0.909,0.922,0.946,1.055,81
"PS1[146,3,1]",0.44,0.446,0.01,0.01,0.01,0.899,0.94,1.025,85
"PS1[147,3,1]",0.18,0.342,0.01,0.01,0.01,0.01,0.9,1.027,120
"PS1[148,3,1]",0.848,0.07,0.75,0.832,0.858,0.879,0.914,1.249,380
"PS1[149,3,1]",0.872,0.036,0.812,0.856,0.874,0.891,0.925,1.268,690
"PS1[150,3,1]",0.92,0.018,0.884,0.909,0.921,0.932,0.954,1.018,200
"PS1[151,3,1]",0.898,0.026,0.843,0.879,0.901,0.917,0.941,1.21,14
"PS1[152,3,1]",0.865,0.032,0.792,0.846,0.869,0.889,0.918,1.014,150
"PS1[153,3,1]",0.879,0.078,0.832,0.871,0.886,0.901,0.927,1.172,300
"PS1[154,3,1]",0.169,0.327,0.01,0.01,0.01,0.01,0.883,1.124,28
"PS1[155,3,1]",0.557,0.379,0.01,0.01,0.793,0.834,0.892,1.003,680
"PS1[156,3,1]",0.351,0.428,0.01,0.01,0.01,0.879,0.92,1.045,51
"PS1[157,3,1]",0.87,0.026,0.809,0.855,0.872,0.888,0.916,1.038,66
"PS1[158,3,1]",0.031,0.132,0.01,0.01,0.01,0.01,0.01,1.075,260
"PS1[159,3,1]",0.888,0.073,0.846,0.879,0.894,0.909,0.933,1.017,3000
"PS1[160,3,1]",0.749,0.251,0.01,0.802,0.83,0.855,0.893,1.347,15
"PS1[161,3,1]",0.203,0.355,0.01,0.01,0.01,0.01,0.888,1.021,130
"PS1[162,3,1]",0.138,0.308,0.01,0.01,0.01,0.01,0.9,1.035,110
"PS1[163,3,1]",0.152,0.317,0.01,0.01,0.01,0.01,0.893,1.002,1800
"PS1[164,3,1]",0.045,0.167,0.01,0.01,0.01,0.01,0.834,1.092,120
"PS1[165,3,1]",0.678,0.389,0.01,0.01,0.895,0.915,0.937,1.461,9
"PS1[166,3,1]",0.902,0.032,0.854,0.888,0.905,0.919,0.941,1.275,3000
